City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,barinas,8.6226,-70.2075,85.44,54,67,0.67,VE,12/05/22
280,bontang,0.1333,117.5,78.39,84,100,0.87,ID,12/05/22
281,turochak,52.2576,87.1224,-5.66,100,79,1.12,RU,12/05/22
282,panzhihua,26.5851,101.7128,46.47,75,0,1.3,CN,12/05/22
283,beboto,8.2668,16.939,78.53,28,50,4.03,TD,12/05/22
284,hauge,58.3436,6.2812,27.7,71,41,3.56,NO,12/05/22
285,kamaishi,39.2667,141.8833,37.02,59,93,4.59,JP,12/05/22
286,avera,33.194,-82.5271,53.38,95,100,6.29,US,12/05/22
287,lata,40.1629,-8.3327,55.08,91,100,3.71,PT,12/05/22
288,pangnirtung,66.1451,-65.7125,23.0,93,100,24.16,CA,12/05/22
289,kota,25.1833,75.8333,61.65,47,0,2.84,IN,12/05/22
290,maribong,11.1,122.5333,77.59,94,42,6.6,PH,12/05/22
291,ust-karsk,52.7011,118.8077,7.7,85,100,4.9,RU,12/05/22
292,hlotse,-28.8718,28.045,57.51,31,0,2.42,LS,12/05/22
293,tukrah,32.5341,20.5791,64.24,63,3,3.8,LY,12/05/22
294,wangqing,43.3218,129.7634,7.61,84,5,3.11,CN,12/05/22
295,aloleng,16.1307,119.7824,78.48,81,100,8.5,PH,12/05/22
296,sirvintos,55.05,24.95,22.24,91,100,10.51,LT,12/05/22
297,ryazanskaya,44.9553,39.5889,28.06,70,11,17.22,RU,12/05/22
298,ponta do sol,32.6667,-17.1,66.7,75,99,4.52,PT,12/05/22
299,gogrial,8.5332,28.1004,80.4,31,35,4.9,SS,12/05/22
300,honiara,-9.4333,159.95,78.06,85,95,3.2,SB,12/05/22
301,chaozhou,23.6651,116.6379,55.4,70,100,6.46,CN,12/05/22
302,laguna,38.421,-121.4238,59.29,72,75,10.36,US,12/05/22
303,los llanos de aridane,28.6585,-17.9182,64.15,88,40,6.91,ES,12/05/22
304,pionerskiy,54.9508,20.2275,30.04,87,100,11.25,RU,12/05/22
305,kulu,39.0951,33.0799,41.38,63,12,5.21,TR,12/05/22
306,srednekolymsk,67.45,153.6833,-42.7,100,100,1.79,RU,12/05/22
307,senador jose porfirio,-2.5908,-51.9542,82.62,64,85,3.62,BR,12/05/22
308,union,40.6334,-74.2663,49.41,40,0,5.75,US,12/05/22
309,makakilo city,21.3469,-158.0858,79.45,67,0,4.61,US,12/05/22
310,benton harbor,42.1167,-86.4542,43.05,58,100,8.05,US,12/05/22
311,chokurdakh,70.6333,147.9167,-34.56,98,47,8.25,RU,12/05/22
312,yumen,40.2833,97.2,14.4,89,100,4.63,CN,12/05/22
313,pangkalanbuun,-2.6833,111.6167,73.85,98,99,1.14,ID,12/05/22
314,te anau,-45.4167,167.7167,48.56,98,100,3.18,NZ,12/05/22
315,flin flon,54.7682,-101.865,-13.38,84,100,7.27,CA,12/05/22
316,maputo,-25.9653,32.5892,72.12,87,100,9.66,MZ,12/05/22
317,rokosovo,48.2102,23.1762,43.03,85,100,1.59,UA,12/05/22
318,ishigaki,24.3448,124.1572,66.33,94,75,25.32,JP,12/05/22
319,nizhniy odes,63.6445,54.856,-3.55,99,62,5.7,RU,12/05/22
320,vanimo,-2.6741,141.3028,77.92,89,100,4.41,PG,12/05/22
321,buala,-8.145,159.5921,80.83,81,100,6.29,SB,12/05/22
322,choya,52.0108,86.5467,1.8,100,99,1.12,RU,12/05/22
323,sungaipenuh,-2.0833,101.3833,64.09,95,100,2.06,ID,12/05/22
324,zhadovka,53.5746,46.9498,7.74,90,19,2.59,RU,12/05/22
325,mwinilunga,-11.7358,24.4293,61.29,91,100,1.19,ZM,12/05/22
326,dawei,14.0833,98.2,75.81,82,20,7.45,MM,12/05/22
327,troitsko-pechorsk,62.7084,56.1964,0.91,98,98,4.92,RU,12/05/22
328,ojinaga,29.5667,-104.4167,80.56,41,0,0.0,MX,12/05/22
329,saint-augustin,51.226,-58.6502,22.42,82,5,4.94,CA,12/05/22
330,komsomolskiy,40.4272,71.7189,30.92,86,100,9.22,UZ,12/05/22
331,sao felix do xingu,-6.6447,-51.995,78.49,79,100,2.84,BR,12/05/22
332,cairns,-16.9167,145.7667,70.07,96,5,0.0,AU,12/05/22
333,bogovarovo,58.9785,47.0246,7.16,85,100,5.79,RU,12/05/22
334,tigil,57.8,158.6667,11.7,89,100,15.26,RU,12/05/22
335,grand-lahou,5.1367,-5.0242,79.21,85,85,5.55,CI,12/05/22
336,mahuva,21.0914,71.7622,73.89,36,0,11.01,IN,12/05/22
337,voyvozh,62.892,54.9635,-0.74,98,89,6.26,RU,12/05/22
338,ternovskaya,45.8542,40.4086,23.52,71,6,19.57,RU,12/05/22
339,ntungamo,-0.8833,29.65,61.7,96,89,3.69,UG,12/05/22
340,calatayud,41.3535,-1.6432,47.55,81,100,2.08,ES,12/05/22
341,socorro,31.6546,-106.3033,72.61,51,75,11.5,US,12/05/22
342,puerto del rosario,28.5004,-13.8627,69.55,78,20,1.14,ES,12/05/22
343,barabai,-2.5833,115.3833,73.62,95,99,0.96,ID,12/05/22
344,chenghai,23.4632,116.768,57.79,66,100,7.92,CN,12/05/22
345,evensk,61.95,159.2333,5.94,92,100,7.47,RU,12/05/22
346,messina,38.1933,15.5497,59.2,82,20,4.61,IT,12/05/22
347,itoman,26.1247,127.6694,66.22,88,75,26.46,JP,12/05/22
348,wodonga,-36.1167,146.8833,52.97,100,1,2.71,AU,12/05/22
349,gornopravdinsk,60.05,69.9,-6.84,100,100,2.95,RU,12/05/22
350,northam,51.0333,-4.2167,45.39,86,100,14.61,GB,12/05/22
351,tabou,4.423,-7.3528,78.94,83,100,3.49,CI,12/05/22
352,sfantu gheorghe,45.8667,25.7833,31.93,83,100,3.36,RO,12/05/22
353,tacoronte,28.4769,-16.4102,63.82,86,100,3.44,ES,12/05/22
354,ayan,56.45,138.1667,10.2,59,100,11.41,RU,12/05/22
355,green river,41.5286,-109.4662,35.19,61,100,1.99,US,12/05/22
356,buckeye,33.3703,-112.5838,71.29,68,0,5.41,US,12/05/22
357,pula,44.8683,13.8481,56.57,88,20,5.75,HR,12/05/22
358,ahipara,-35.1667,173.1667,64.35,76,100,5.46,NZ,12/05/22
359,mayskiy,47.6931,40.1025,18.81,45,1,12.88,RU,12/05/22
360,sur,22.5667,59.5289,73.51,62,0,2.77,OM,12/05/22
361,vila franca do campo,37.7167,-25.4333,62.2,82,72,13.13,PT,12/05/22
362,slave lake,55.2834,-114.769,1.38,71,100,14.97,CA,12/05/22
363,jardim,-21.4803,-56.1381,86.11,61,42,5.03,BR,12/05/22
364,lyubar,49.9204,27.7592,21.04,86,24,12.93,UA,12/05/22
365,luganville,-15.5333,167.1667,80.64,75,84,4.41,VU,12/05/22
366,mariakani,-3.8633,39.4736,73.4,91,100,1.99,KE,12/05/22
367,kungurtug,50.5994,97.5228,-17.39,95,12,1.5,RU,12/05/22
368,guaranesia,-21.2992,-46.8025,71.78,87,100,3.11,BR,12/05/22
369,vodnyy,63.5046,53.4095,2.21,93,82,5.75,RU,12/05/22
370,tual,-5.6667,132.75,82.26,70,100,4.16,ID,12/05/22
371,pacific grove,36.6177,-121.9166,58.82,81,0,14.0,US,12/05/22
372,grand-santi,4.25,-54.3833,83.64,62,99,1.45,GF,12/05/22
373,muroto,33.2833,134.15,51.53,66,19,9.98,JP,12/05/22
374,cockburn town,21.4612,-71.1419,78.96,64,23,20.65,TC,12/05/22
375,ozark,37.0209,-93.206,52.21,89,100,1.01,US,12/05/22
376,nhulunbuy,-12.2333,136.7667,75.81,88,58,0.0,AU,12/05/22
377,lora del rio,37.659,-5.5275,58.8,89,100,5.79,ES,12/05/22
378,san ramon,37.7799,-121.978,59.56,79,100,9.22,US,12/05/22
379,galle,6.0367,80.217,76.41,85,100,1.28,LK,12/05/22
380,walvis bay,-22.9575,14.5053,60.1,74,0,17.2,NA,12/05/22
381,terme,41.2092,36.9739,49.93,88,99,7.7,TR,12/05/22
382,port hardy,50.6996,-127.4199,33.98,100,100,4.61,CA,12/05/22
383,ruteng,-8.6136,120.4721,60.57,92,100,1.7,ID,12/05/22
384,yeppoon,-23.1333,150.7333,67.78,82,0,3.58,AU,12/05/22
385,sukumo,32.9333,132.7333,43.18,86,6,8.3,JP,12/05/22
386,seoni malwa,22.45,77.4667,63.48,63,0,6.53,IN,12/05/22
387,plettenberg bay,-34.0527,23.3716,58.53,82,10,5.01,ZA,12/05/22
388,chop,48.432,22.2055,41.36,86,100,5.35,UA,12/05/22
389,arbuzynka,47.9097,31.3196,24.94,66,87,10.83,UA,12/05/22
390,lorengau,-2.0226,147.2712,78.78,80,100,3.4,PG,12/05/22
391,roald,62.5833,6.1333,42.75,70,75,10.36,NO,12/05/22
392,linxia,35.6003,103.2064,26.71,55,85,1.74,CN,12/05/22
393,lososina,48.9975,140.3106,4.32,74,1,6.02,RU,12/05/22
394,menongue,-14.6585,17.691,68.07,71,100,1.59,AO,12/05/22
395,fort nelson,58.8053,-122.7002,-4.05,58,74,4.0,CA,12/05/22
396,solnechnyy,50.7214,136.6319,-3.33,90,75,5.12,RU,12/05/22
397,zaranj,30.9667,61.8833,43.0,50,79,13.38,AF,12/05/22
398,cortez,37.3489,-108.5859,48.96,53,20,10.36,US,12/05/22
399,buchanan,5.8808,-10.0467,78.51,85,99,4.72,LR,12/05/22
400,nova borova,50.693,28.6345,17.78,85,18,11.05,UA,12/05/22
401,pangody,65.85,74.4859,5.47,96,60,8.86,RU,12/05/22
402,kargasok,59.0556,80.8572,-1.44,96,100,6.96,RU,12/05/22
403,port lincoln,-34.7333,135.8667,59.04,70,100,13.4,AU,12/05/22
404,kimberley,-28.7323,24.7623,68.34,14,61,6.26,ZA,12/05/22
405,saint-paul,-21.0096,55.2707,77.11,77,100,4.54,RE,12/05/22
406,lagos,6.5833,3.75,80.2,84,50,5.61,NG,12/05/22
407,turan,16.0678,108.2208,71.58,94,75,3.44,VN,12/05/22
408,necochea,-38.5473,-58.7368,93.78,27,4,13.24,AR,12/05/22
409,tura,25.5198,90.2201,60.6,85,0,3.09,IN,12/05/22
410,almaznyy,48.0448,40.045,18.32,52,0,11.52,RU,12/05/22
411,pingliang,35.5392,106.6861,27.59,64,98,1.12,CN,12/05/22
412,yar-sale,66.8333,70.8333,1.89,96,16,6.4,RU,12/05/22
413,dehloran,32.6941,47.2679,61.7,52,21,2.62,IR,12/05/22
414,richards bay,-28.783,32.0377,70.43,81,100,14.38,ZA,12/05/22
415,isangel,-19.55,169.2667,82.09,74,44,3.65,VU,12/05/22
416,alto araguaia,-17.3147,-53.2153,82.0,52,100,6.42,BR,12/05/22
417,dicabisagan,17.0818,122.4157,75.6,92,100,7.07,PH,12/05/22
418,poum,-20.2333,164.0167,79.84,83,100,13.98,NC,12/05/22
419,allapalli,19.4167,80.0667,60.35,59,22,2.33,IN,12/05/22
420,bustamante,26.5333,-100.5,82.8,43,59,3.15,MX,12/05/22
421,victoria,22.2855,114.1577,60.33,71,50,11.99,HK,12/05/22
422,balabac,7.9868,117.0645,80.01,84,83,10.13,PH,12/05/22
423,princeton,25.5384,-80.4089,82.42,62,0,9.22,US,12/05/22
424,gigmoto,13.7796,124.39,78.12,80,100,7.18,PH,12/05/22
425,tessalit,20.1986,1.0114,79.72,14,98,9.73,ML,12/05/22
426,tequila,20.8833,-103.8333,87.89,20,5,0.76,MX,12/05/22
427,mosetse,-20.75,26.65,80.76,39,77,12.28,BW,12/05/22
428,camacha,33.0833,-16.3333,60.22,82,20,2.3,PT,12/05/22
429,general roca,-39.0333,-67.5833,94.62,5,0,22.24,AR,12/05/22
430,rio claro,-22.4114,-47.5614,79.5,74,98,4.85,BR,12/05/22
431,bilibino,68.0546,166.4372,-8.14,69,100,5.61,RU,12/05/22
432,barra,-11.0894,-43.1417,81.39,63,100,6.78,BR,12/05/22
433,kropotkin,45.4375,40.5756,25.5,72,6,19.84,RU,12/05/22
434,taoudenni,22.6783,-3.9836,82.27,15,29,1.9,ML,12/05/22
435,atbasar,51.8,68.3333,-12.55,97,88,4.05,KZ,12/05/22
436,playas,-2.6333,-80.3833,74.66,74,13,12.82,EC,12/05/22
437,nagaur,27.2,73.7333,59.45,26,0,7.58,IN,12/05/22
438,tonekabon,36.8163,50.8738,45.18,79,96,2.35,IR,12/05/22
439,natchez,31.5604,-91.4032,74.25,81,100,11.5,US,12/05/22
440,pangai,-19.8,-174.35,79.99,73,86,2.73,TO,12/05/22
441,novaya lyalya,59.055,60.599,3.4,97,49,4.61,RU,12/05/22
442,havre-saint-pierre,50.2334,-63.5986,31.68,68,100,23.0,CA,12/05/22
443,torbay,47.6666,-52.7314,40.26,95,100,1.01,CA,12/05/22
444,wanaka,-44.7,169.15,55.51,74,82,5.93,NZ,12/05/22
445,tomiya,38.3931,140.8861,34.11,79,99,3.65,JP,12/05/22
446,guerrero negro,27.9769,-114.0611,68.25,63,9,15.08,MX,12/05/22
447,bud,39.447,-86.1758,46.35,61,100,6.62,US,12/05/22
448,berlevag,70.8578,29.0864,33.8,86,100,16.11,NO,12/05/22
449,obo,5.3998,26.4869,76.48,52,80,3.44,CF,12/05/22
450,oktyabrskiy,54.4815,53.471,-5.78,100,97,1.74,RU,12/05/22
451,nizhniy tagil,57.9194,59.965,-0.89,99,54,3.38,RU,12/05/22
452,quang ngai,15.1167,108.8,74.64,91,100,11.81,VN,12/05/22
453,rondonopolis,-16.4708,-54.6356,91.4,38,100,7.83,BR,12/05/22
454,buenos aires,-34.6132,-58.3772,94.98,46,0,13.8,AR,12/05/22
455,sorland,67.667,12.6934,39.06,86,100,42.05,NO,12/05/22
456,male,4.1748,73.5089,80.55,89,75,4.61,MV,12/05/22
457,villarrica,-25.75,-56.4333,81.32,61,77,5.14,PY,12/05/22
458,pasighat,28.0667,95.3333,60.67,47,49,3.6,IN,12/05/22
459,tayu,-6.5397,111.0518,77.54,88,96,2.95,ID,12/05/22
460,san luis,-33.295,-66.3356,96.42,13,0,22.08,AR,12/05/22
461,auki,-8.7676,160.7034,78.1,84,97,3.91,SB,12/05/22
462,bantou,26.2151,117.4893,48.18,91,100,2.91,CN,12/05/22
463,panukulan,14.9333,121.8144,79.09,85,95,13.02,PH,12/05/22
464,zernograd,46.8452,40.3083,20.21,50,0,15.23,RU,12/05/22
465,puqi,29.7167,113.8833,42.33,87,100,0.13,CN,12/05/22
466,chapais,49.7834,-74.8492,24.58,89,100,10.76,CA,12/05/22
467,gomez plata,6.6818,-75.2191,62.17,91,94,2.53,CO,12/05/22
468,phuntsholing,26.8516,89.3884,62.19,51,0,6.29,BT,12/05/22
469,kaeo,-35.1,173.7833,62.46,84,100,4.9,NZ,12/05/22
470,nisia floresta,-6.0911,-35.2086,83.21,65,41,10.67,BR,12/05/22
471,harper,4.375,-7.7169,78.44,84,83,4.27,LR,12/05/22
472,watsa,3.0372,29.5355,64.78,94,59,2.89,CD,12/05/22
473,sena madureira,-9.0656,-68.6569,95.81,32,99,3.65,BR,12/05/22
474,vallenar,-28.5708,-70.7581,82.89,35,0,10.87,CL,12/05/22
475,gangtok,27.3333,88.6167,46.27,57,2,5.08,IN,12/05/22
476,fare,-16.7,-151.0167,79.34,77,5,19.01,PF,12/05/22
477,longyearbyen,78.2186,15.6401,8.44,66,40,26.46,SJ,12/05/22
478,paharpur,32.1038,70.9724,62.76,29,75,1.61,PK,12/05/22
479,sioux lookout,50.1001,-91.917,1.47,66,75,11.5,CA,12/05/22
480,ust-omchug,61.15,149.6333,-44.82,100,68,1.39,RU,12/05/22
481,mount isa,-20.7333,139.5,64.17,59,0,1.14,AU,12/05/22
482,storslett,69.7678,21.0247,32.0,93,75,3.44,NO,12/05/22
483,pokhara,28.2333,83.9833,56.95,30,0,5.73,NP,12/05/22
484,port-gentil,-0.7193,8.7815,82.36,89,40,8.05,GA,12/05/22
485,hambantota,6.1241,81.1185,77.09,82,100,4.03,LK,12/05/22
486,bereda,43.2686,-7.5406,50.41,100,100,0.78,ES,12/05/22
487,buhe,30.2876,112.2298,38.73,72,48,1.63,CN,12/05/22
488,morrope,-6.5417,-80.0111,75.31,51,5,15.39,PE,12/05/22
489,mazagao,-0.115,-51.2894,82.45,77,100,3.04,BR,12/05/22
490,puerto escondido,15.85,-97.0667,86.83,54,0,6.91,MX,12/05/22
491,saldanha,-33.0117,17.9442,61.81,76,99,14.2,ZA,12/05/22
492,catacaos,-5.2667,-80.6833,85.15,38,2,15.77,PE,12/05/22
493,caruray,10.3094,119.0128,78.62,89,93,7.87,PH,12/05/22
494,huicheng,23.0385,116.2899,55.29,68,100,11.83,CN,12/05/22
495,tiznit,29.5833,-9.5,59.13,83,33,1.36,MA,12/05/22
496,olinda,-8.0089,-34.8553,78.53,78,75,5.75,BR,12/05/22
497,reconquista,-29.15,-59.65,102.49,16,0,11.81,AR,12/05/22
498,kota kinabalu,5.9749,116.0724,75.18,88,20,3.44,MY,12/05/22
499,roebourne,-20.7833,117.1333,82.85,40,4,12.66,AU,12/05/22
500,suwalki,54.1118,22.9309,27.77,94,100,9.44,PL,12/05/22
501,manali,13.1667,80.2667,82.49,75,90,9.33,IN,12/05/22
502,calabozo,8.9242,-67.4293,91.04,39,64,2.35,VE,12/05/22
503,povenets,62.8487,34.8262,20.64,92,100,9.57,RU,12/05/22
504,beroroha,-21.6667,45.1667,75.67,72,74,6.85,MG,12/05/22
505,kankaanpaa,61.8,22.4167,27.36,90,100,8.93,FI,12/05/22
506,tibati,6.4667,12.6333,76.96,23,100,5.86,CM,12/05/22
507,whitecourt,54.1502,-115.6855,8.69,70,100,9.91,CA,12/05/22
508,dauphin,51.1494,-100.0502,-5.37,79,32,5.84,CA,12/05/22
509,togur,58.3631,82.8265,-2.31,98,100,4.79,RU,12/05/22
510,kenai,60.5544,-151.2583,26.15,91,100,9.22,US,12/05/22
511,barcelona,41.3888,2.159,55.47,78,20,6.91,ES,12/05/22
512,ilulissat,69.2167,-51.1,39.22,48,75,5.75,GL,12/05/22
513,fivizzano,44.2383,10.126,51.19,88,23,1.77,IT,12/05/22
514,beringovskiy,63.05,179.3167,31.75,98,100,38.16,RU,12/05/22
515,gorey,52.6747,-6.2925,45.57,74,100,16.11,IE,12/05/22
516,agirish,61.9247,63.0231,4.48,99,94,5.53,RU,12/05/22
517,noyabrsk,63.1994,75.4507,4.51,97,96,9.55,RU,12/05/22
518,moussoro,13.6408,16.4901,79.16,12,1,14.12,TD,12/05/22
519,hauterive,46.0901,3.4459,30.96,92,21,2.1,FR,12/05/22
520,cidreira,-30.1811,-50.2056,73.45,84,95,10.71,BR,12/05/22
521,nagua,19.3832,-69.8474,84.51,74,20,6.91,DO,12/05/22
522,neiafu,-18.65,-173.9833,81.28,89,40,5.75,TO,12/05/22
523,takoradi,4.8845,-1.7554,80.08,84,39,8.5,GH,12/05/22
524,monrovia,6.3005,-10.7969,78.87,83,100,4.23,LR,12/05/22
525,singarayakonda,15.25,80.0333,76.3,82,100,7.49,IN,12/05/22
526,rock sound,24.9,-76.2,75.65,70,34,11.79,BS,12/05/22
527,abonnema,4.7084,6.7931,80.92,80,48,6.69,NG,12/05/22
528,cuenca,-2.8833,-78.9833,68.7,43,23,8.14,EC,12/05/22
529,palu,-0.8917,119.8707,75.76,95,100,2.35,ID,12/05/22
530,karasjok,69.4719,25.5112,23.47,92,100,5.73,NO,12/05/22
531,pervomayskiy,53.2485,40.2871,17.53,56,73,5.86,RU,12/05/22
532,rocha,-34.4833,-54.3333,81.25,38,0,11.68,UY,12/05/22
533,crotone,39.0851,17.1178,55.18,82,64,5.68,IT,12/05/22
534,klyuchevsk,57.1216,60.9414,12.13,100,96,2.8,RU,12/05/22
535,illapel,-31.6308,-71.1653,82.44,29,0,8.95,CL,12/05/22
536,kavaratti,10.5669,72.642,81.9,73,31,3.11,IN,12/05/22
537,tashtagol,52.7657,87.8894,5.59,99,100,0.4,RU,12/05/22
538,sitka,57.0531,-135.33,40.89,75,100,6.91,US,12/05/22
539,tabor,49.4144,14.6578,39.38,95,100,2.73,CZ,12/05/22
540,grajau,-5.8194,-46.1386,81.84,78,84,5.1,BR,12/05/22
541,mahanoro,-19.9,48.8,74.23,85,50,4.9,MG,12/05/22
542,shirokovskiy,58.8424,57.7832,2.12,100,89,1.74,RU,12/05/22
543,vogar,63.9832,-22.3874,28.96,100,20,4.61,IS,12/05/22
544,pringsewu,-5.3582,104.9744,74.43,92,99,3.91,ID,12/05/22
545,mayumba,-3.432,10.6554,77.94,92,100,4.83,GA,12/05/22
546,qiongshan,20.0058,110.3542,65.21,83,100,14.52,CN,12/05/22
547,aginskoye,51.1,114.53,12.34,70,100,22.06,RU,12/05/22
548,lagoa,39.05,-27.9833,61.38,67,100,7.45,PT,12/05/22
549,malanje,-9.5402,16.341,63.86,95,21,4.18,AO,12/05/22
550,makat,47.6469,53.3463,18.45,74,100,8.81,KZ,12/05/22
551,sun valley,39.5963,-119.776,44.04,78,75,5.75,US,12/05/22
552,camabatela,-8.1881,15.375,62.6,98,100,4.14,AO,12/05/22
553,palmer,42.1584,-72.3287,46.65,47,100,8.05,US,12/05/22
554,paita,-5.0892,-81.1144,73.63,66,4,15.41,PE,12/05/22
555,pushkinskiye gory,57.0209,28.9103,18.77,86,100,8.77,RU,12/05/22
556,milazzo,38.2212,15.2383,59.58,84,55,4.0,IT,12/05/22
557,ahuimanu,21.4447,-157.8378,79.86,74,20,1.99,US,12/05/22
558,vrangel,42.7297,133.0839,19.4,54,8,8.59,RU,12/05/22
559,waddan,29.1614,16.139,68.14,22,8,1.14,LY,12/05/22
560,moerai,-22.4333,-151.3333,77.18,78,100,11.07,PF,12/05/22
